G,x,y,x2,x3,x4
F,,22.88123539250544,12642.172687414146,-37766.90514125533,85360.83900828967
F,2.0,2000000026.1317658,7072.548920419146,-32221.85934682572,-16413.0861220814
F,3.0,29.248105135785423,4532.908980952308,30442.441823404453,47639.20254374131
F,4.0,32.126274689394485,13240.600347085081,-32496.923862440926,-47271.94880657091
F,5.0,34.448654107187735,8137.248342803798,-11834.562937253271,-97376.58745424019
F,6.0,38.477602241121716,13947.817339831174,30099.493023666462,-56333.431567615
F,7.0,40.54161213914128,-7136.599892285256,7694.724569508818,-66326.5170463636
F,8.0,43.40769066454772,15462.207540722891,-17262.81500735691,63485.095473872156
F,9.0,46.72950843145553,1903.3945196594668,-3511.959650608965,39119.67593440993
F,10.0,50.14332252069692,17974.74303724311,-1008.556700322597,-38004.33805787122
F,11.0,,2363.1075848339515,-13607.10845968202,75455.41578726306
F,12.0,55.997618132775656,256.7345415996343,-1046.9347195278856,-104528.03029029343
F,13.0,58.84655233118271,-3561.4263399255788,-1777.1059286235252,54599.261806057664
F,14.0,61.99366162223674,4516.610492559286,9403.876743749355,-31256.9076719956
F,15.0,64.89481097652862,-12425.623218016346,16496.27178999839,-18618.509645297694
F,16.0,67.91313206660539,-12630.227956348986,4734.14999623877,-7220.73252622915
F,17.0,71.2815712976772,-2777.3955687119915,53184.95382417009,-5839.050583342932
F,18.0,74.22314514391827,-9497.02321765754,-13794.19023320061,-3653.201018258756
F,19.0,77.30948021598215,4800.319736479906,-22763.30119561874,30549.246051676142
F,20.0,80.14982619214518,-14441.826409520452,78201.11988044145,43076.31303477211
F,21.0,82.84106457854502,,23022.30587102636,-53992.87201170896
F,22.0,85.81901910857783,-3579.19767549899,46158.75451063484,-26794.215828723118
F,23.0,88.80506484464519,7601.166559997931,-75701.8306375463,-62439.119431171384
F,24.0,91.83730314947874,-5832.004361471588,-15888.626837583872,29047.158521372934
F,25.0,95.1173690305747,-12434.591694500212,-30265.392886411468,7624.941474410114
F,26.0,97.86664081505164,3409.6678964615344,25172.37090174512,16997.553699380893
F,27.0,101.03718027432456,11285.539297681524,10127.822273001275,-638.8070490628511
F,28.0,103.8780364064475,4676.625922283418,11475.03837656044,33029.78389224404
F,29.0,106.66246605779048,-4724.537027106524,-51872.004454725175,-109372.32890208675
F,30.0,109.76261274208689,4333.082872385905,1224.8389339851733,15252.932418469376
F,31.0,112.50596818215274,-10493.15420366247,,-28535.04409866437
F,32.0,115.99685457260263,-12668.78075090058,8012.189790856921,103310.45575746067
F,33.0,118.68952644993206,7657.313832410594,41519.78289307651,35514.90927325862
F,34.0,121.86147821892804,-9720.96701993449,33191.76033855254,-60005.15214897768
F,35.0,125.29851307120353,12024.91432131571,-40437.13586651862,46319.10226154867
F,36.0,128.3415598001973,-4442.491920745135,-30316.55490720302,-69044.91370825355
F,37.0,131.19840958443143,-3168.5740649514387,-60357.40844720376,-21347.410098597502
F,38.0,134.09732181242254,-876.8393226004742,26937.755179603813,23284.569116300383
F,39.0,137.21271653151092,9584.896808270816,-17356.03989258233,-26.634043951627113
F,40.0,140.1608959672421,31906.929782084328,-45261.27656989029,-21086.480820596647
F,41.0,143.72884599403605,15615.831514891892,-12587.49119087811,
F,42.0,145.98999190581537,445.6596349936364,4421.03475319069,14011.22011629014
F,43.0,148.85001218961062,5734.533140920941,36168.4229104991,-21919.359674129675
F,44.0,152.04094388560478,16183.308278697312,-20877.319938227058,-43961.597925222
F,45.0,154.7146312800558,13789.244215549894,-8663.952297957574,-17752.428572502602
F,46.0,157.94685593958667,8547.915655229745,-20206.600184233743,-36879.38214402963
F,47.0,161.37248039472496,-1490.1347740079598,-51749.60269117162,24594.89390198803
F,48.0,164.53410360620092,-19490.608853598096,-22982.042948222454,16060.654293603024
F,49.0,167.24212719948977,3969.9238326350646,18625.950940664934,49369.19395154672
F,50.0,170.21369843178655,-1418.8489183896152,42681.24223917981,12537.572796034377
F,51.0,173.24368491226414,-10188.145870157334,6508.98145980303,-28711.643736352875
F,52.0,176.10165871431087,-1153.8789256974742,32383.49422352114,-68725.90115059307
F,53.0,179.55820435999345,6391.794515191298,11763.217362321036,39948.39030295709
F,54.0,181.86736704501857,-1417.5491666988605,41252.098910669854,-38205.20788393854
F,55.0,184.82735497762792,9958.905308803294,-16327.927433772253,8142.0889073898
F,56.0,188.08820577380996,9114.549492204385,-23301.234815453143,2338.2328136256942
F,57.0,190.86474589202166,-756.6262418516383,-45861.60520850846,-7177.883037598854
